stem,idf
g'adkeksha,1
badzya,1
dvanda,1
bzhagji,1
gunphi,1
aadzdzutta,1
kastandu,1
yambhoktum,1
'bulnub,1
t'urno,1
sh'ipanytsa,1
gcigglang,1
smugdur,1
rudgha,1
hv'asta,1
t'arpta,1
la'angyod,1
sahra,1
byadngos,1
kabh'u,1
kootsha'i,1
aushman,1
gshedlcags,1
cansems,1
rtogskad,1
dgenub,1
ludhi,1
nakhros,1
rty'a,1
pratma,1
ldanrlung,1
kvibr'ang,1
nish'ada,1
dugda,1
trakshy'a,1
satam,1
po'khor,1
svinnam,1
g'adgi,1
bzloggnod,1
gtugdge,1
sadva,1
payin,1
yangsu,1
'khodbrtse,1
bukti,1
noca,1
s'annee,1
mridzva,1
sy'adbhe,1
yunghishthi,1
bya'ogsod,1
bdagspos,1
kamngag,1
bdugkhri'i,1
dangdar,1
shigchom,1
phreem,1
tnanya'o,1
yastringsha,1
cigrkan,1
dz'va,1
gootta,1
turbbim,1
sngode,1
a'upa,1
tonyabya,1
dgugsbyin,1
sukshm'a,1
laskyes,1
cadlam,1
shatshy'a,1
tattrishn'a,1
rendurbi,1
bhidyante,1
nistardza,1
handra,1
mchogsteng,1
ght,1
'il,1
tat'i,1
bsngagstshe'u,1
dveshtha,1
hadya,1
dhangga,1
bonda,1
lnga'o'tsho,1
lannishko,1
shastr'ashma,1
brtagmandala,1
medgcig,1
rgyal'od,1
rb'ashp'anytsi,1
sgra'ga',1
dhurm'a,1
gcigphun,1
gnagchu,1
'gcig,1
galbhoo,1
d'irghy'a,1
d'amma,1
sanma'o,1
ngosnyam,1
tvattvam,1
phyirtshad,1
wl'i'o,1
aasph'asta,1
aargas,1
sh'astramsu,1
sobhu,1
labha,1
h'irshetra,1
bragmda',1
tar'anta,1
darbyo,1
byagnyen,1
yinaa,1
sarnta,1
'jugmgrin,1
bsregbla,1
zhigdanta,1
lbhyam,1
drangka,1
bsregblo,1
sdugmtshan,1
hdzya,1
yapbh'a,1
puknoo,1
nisprin,1
shamarma,1
ritstshy'a,1
krammye,1
cigrgun,1
yost'irtha,1
t'apsam,1
eg,1
bh'unydz'ita,1
surmar,1
la'owa,1
goosa,1
gi'oaom,1
gashts'u,1
n'annam,1
badzyo,1
y'adz'a,1
shantringa,1
kandolla,1
gapam,1
yatstshet,1
telcags,1
kagam,1
tanggar,1
sunde,1
bama'o,1
nanga'i,1
konyam,1
a'indra,1
tusm'a,1
shiggzhi,1
shenna,1
dedmus,1
aagnin,1
bnytsmi,1
gnagme,1
rgyugrgyab,1
'jugautpala,1
mchogpushka,1
autthtthi,1
rt'am,1
nagrdzing,1
durmarsha,1
t'irn'a,1
tsarmm'i,1
bhiddha,1
tsarmm'a,1
go'od,1
trinoti,1
khyuna'o,1
nigna,1
geerbya,1
phyugsku,1
hmanna,1
zagmi,1
aunya'i'o,1
domed,1
bshigkun,1
aityukta,1
bragk'urtsa,1
shvidi,1
ga'opusta,1
yurdza,1
sanmantr'a,1
t'kki,1
dh'addi,1
b'asminnu,1
b'urbbe,1
mgonyongs,1
sbyinces,1
sheer,1
brgyadbsnyung,1
byedmche,1
bhokshyanti,1
sumgrin,1
shtsak'ant'a,1
khantatte,1
dhoanyaham,1
parsha'i,1
tukathung,1
m'attvatta,1
dhabdham,1
'dasrdo,1
stesgo,1
dolag,1
sadka,1
khanb'i,1
skagstag,1
soshan,1
shogsong,1
prarnya'i,1
byugmchog,1
'jugpho,1
sadku,1
nodkon,1
bcasgtor,1
sogdod,1
b'ikshyu,1
shyadby'a,1
'dra'ogzugs,1
natma,1
babh'u,1
'dugdug,1
natme,1
pa'amrnam,1
thosnang,1
beru,1
broddhri,1
m'urkheerbha,1
gcigrnying,1
mudta,1
droshyanti,1
dguggoo,1
tadv'ir,1
shratka,1
tu'okha,1
cing'brug,1
la'oskandir,1
yigdz'a,1
bya'okhyod,1
rannaktam,1
rbatree,1
bh'uti'i,1
nokhang,1
pabklags,1
gashtsi,1
svit'a,1
'gyuru,1
bdugpu,1
gashtso,1
dhvansishta,1
bhattas,1
wy'a,1
at'am,1
aikbrgyad,1
s'antva,1
nidzma,1
krandya,1
tsetke,1
dzargram,1
gyissgrub,1
sy'add'ambhi,1
bya'otsa,1
bgobrje,1
na'o'jig,1
nolog,1
shatk'a,1
pa'orjod,1
bitala,1
g'amra,1
ba'obsad,1
pradzny'apt'i,1
grumon,1
shigga,1
shiggdong,1
dz'arthe,1
turdan,1
dz'artha,1
kruddh'ashtsa,1
rdanto,1
lekshyata,1
phyagrnga,1
ratnama,1
bidv'ansam,1
dgood,1
stasmbha,1
'khrugyon,1
b'akkarma,1
tshigdbang,1
damp'i'o,1
pa'idpe,1
cingdgod,1
drug'dzum,1
rdante,1
rgya'odbang,1
kulla'i,1
pakshyanra,1
goh'um,1
'ogbad,1
birni,1
bsregtil,1
sanytsinta,1
tv'atstshi,1
yurdvi,1
degsung,1
prantho,1
ba'amgdong,1
kasksha,1
'didus,1
gyurnyams,1
bdagn,1
danggsal,1
kika,1
ndhyam,1
dhonyamarsha,1
cigbran,1
kyangmche,1
gzhagstong,1
basa'a,1
desrigs,1
tporboo,1
dz'atyutta,1
sm'u,1
mukterha,1
sonas,1
brtagmda',1
ma'okhva,1
bgyidlo,1
binydzu,1
myakkarmm'anta,1
r'inr'it'u,1
betra,1
rgala,1
nastham,1
ghyana'i,1
katambha,1
'khyogsgyu,1
yinnye,1
tshr'anmukta,1
tstshadb'ashpa,1
yinnyo,1
raktann'i,1
disha'i,1
sarsri,1
turdham,1
khashtsadbh'uttatn'i,1
yasva,1
'dasgnyis,1
dumbh'a,1
gdongphyogs,1
psar,1
sgrazhes,1
giai,1
phulma,1
zhignor,1
kartrya,1
ditya,1
a'asy'a,1
yuma,1
pasmdo,1
ts'ika,1
bed'urya,1
yannri,1
ldogdpe,1
mdzodpha,1
myapsa,1
sannaddhee,1
trikty'a,1
ro'ga',1
yarksha,1
rutsh'ishta,1
tyakshyam,1
ghaddhi,1
butto,1
sindh'un,1
shushi'o,1
psa',1
yadbaddh'a,1
soome,1
stutte,1
pa'ortab,1
ngghya,1
sharga,1
shik,1
katal,1
mashtso,1
gragchu,1
dvyaha,1
ciggsungs,1
pa'o'jal,1
prahlanna,1
tyadbh'u,1
srigdha,1
zhiglegs,1
dagbstar,1
barbko,1
madta,1
branthi,1
snigdhe,1
rgyalzhal,1
duskyo,1
dz'adzdza,1
sesm,1
p'adgee,1
khashba,1
snyingzhes,1
stema,1
shadzan,1
dveshu,1
goa'anytsi,1
shvadb'a,1
reekshu,1
patkri,1
pr'anydza,1
shishyen,1
babrattha,1
nishkoshta,1
sambatpra,1
shogtsha,1
shid'am,1
shadbh'a,1
pushthat'a,1
kampanta,1
r'addh'u,1
heno,1
dponmkhas,1
bzhagyi,1
nabum,1
labdham,1
ts'anydza,1
bhishn'u,1
aushtv'a,1
lyangg'a,1
gyisme,1
gnasye,1
brjodbyis,1
gonyapi,1
madyam,1
kasmig,1
d'irghashts'a,1
gsunglegs,1
y'adzdzra,1
yahri,1
yr'i'o,1
l'inbh'am,1
rkkam,1
r'adma,1
kadagdha,1
a'inte,1
shigtshos,1
brisdza,1
pushthu,1
phyirsems,1
tshiglag,1
phagbham,1
d'astra,1
aardhabh'akbhadza,1
pushthe,1
rabkun,1
gzhuglhung,1
sobrjed,1
mchogshar,1
k'itshy'a,1
bdaggsol,1
snangdbang,1
shtvr'i,1
rder,1
n'irbya,1
waktra,1
mashnu,1
asmee,1
rded,1
smeeru,1
brnna,1
byugbyug,1
tsakushu,1
zhingbur,1
tsamksha,1
khragde'i,1
aasmar,1
byassems,1
leps'isht,1
bvam,1
db'ur,1
aan'ao,1
sharbh'u,1
kudm'a,1
logsdug,1
dagdmu,1
kadyoo,1
birshi,1
pramha,1
'jigshing,1
nv'ita,1
tormtha',1
hanterdza,1
mchogmang,1
moogdhatm'a,1
barbskyab,1
mutkanthotka,1
gihw'a,1
kishing,1
gosh'a,1
trint'am,1
b'ao,1
srathi,1
medskad,1
bkag'bras,1
yang'dir,1
aantsi'i,1
tstshag,1
hadsashtsa,1
sdiggus,1
ynytsi,1
kamyu,1
aooda,1
buzhal,1
bdagtshogs,1
thosrim,1
nosgo,1
malus,1
aarno,1
bzhi'ordo,1
tshigmo,1
daggdags,1
pashtsatt'am,1
shakshyatra,1
'dra'ortsom,1
shambha'i,1
drisht'i,1
'ogmi,1
lagbzang,1
shushmanytsa,1
zhu'ode,1
ternyninni,1
kyangtheg,1
a'irshyam,1
mdzodaa,1
'ograng,1
s'atma,1
dand'ibhi,1
nadhi,1
gzhagkhri'u,1
karshonyastr'i,1
ba'olhor,1
tshigzhi,1
phyugmchi,1
yuttum,1
klanta,1
yapsa,1
tshigzhe,1
yranti,1
pr'anytse,1
yirta,1
du'othad,1
sandr'a,1
landhu,1
nabyang,1
rogtor,1
gsolchibs,1
teeshtsakre,1
nodzartta,1
svalpo,1
sh'astoo,1
gdagngan,1
srboo,1
svalpe,1
ts'unda,1
aababh'ar,1
sva'm,1
aomma,1
byedme,1
gzhagzho,1
bya'obadzra,1
brdegbsad,1
godkyil,1
sandh'i,1
a'arnishma,1
dzandro,1
'jomsg,1
dzighr'a'o,1
tstshardisha,1
benyts'i,1
lasrab,1
aerli,1
tsata'o,1
tt'anyar,1
brik'am,1
kr'itta,1
semsgtor,1
aatratsa,1
tirmmu,1
tsakshya,1
leeryasmin,1
mchogklus,1
stanbanti,1
rodad,1
bsagbla,1
sy'atkandi,1
shtsandi,1
drugspang,1
y'ag,1
aantarbha,1
khy'adya,1
brtagbsod,1
merta,1
autkshipt'a,1
dhy'atta,1
sarkshya,1
patat,1
mchogzlum,1
h'asv'a,1
betstshi,1
airye,1
ritma,1
batta'i,1
dguggzhug,1
hurmmoo,1
snul,1
luglva,1
kasminn'asti,1
riha,1
zhing'di,1
dragbkrus,1
nambrgyad,1
g'anbha,1
kampaksha,1
phyir'khor,1
rlaksha,1
byedsku,1
bzlogrgyal,1
s'arwa,1
'phrogdpal,1
saktham,1
tistam,1
basdran,1
shr'iskantha,1
dakshva,1
yisnor,1
gadkyil,1
'gyurrta,1
la'os'a,1
kharas,1
a'arshtam,1
dagsbrul,1
cing'od,1
turbb'i,1
dobrtan,1
dangpa,1
saty,1
enbud,1
tshigrig,1
tsayan,1
nitya,1
ttishnu,1
ghr'anda,1
thugnor,1
mchogbgad,1
choslha,1
phugces,1
k'astra,1
p'ishta,1
dangyi,1
sorgyu'i,1
donmu,1
yadznyho,1
phyugkhyod,1
natya,1
dzarbha,1
a'atmanam,1
pr'adzva,1
smra'otshe,1
sorngub,1
sosor,1
brishtirna,1
kbha,1
rastasmanma,1
lagklu'i,1
tergyan,1
brishtirni,1
cingsna,1
kshasht'im,1
yatyo,1
brtsiggad,1
dv'adbhy'am,1
ratndya,1
t'anna,1
gotha,1
duhantu,1
dhy'ana,1
butsts'a,1
bhudzo,1
rushda,1
nyiddri,1
byedmtshan,1
'dugbsam,1
byum,1
autstsesta,1
gyur'du,1
taishtha,1
bsreglhung,1
a'utnunya,1
muktv'a,1
bsregbsregs,1
rjenges,1
po'othugs,1
mamkshyat,1
ngagbde,1
a'adbhu,1
testr'i,1
shigbsgom,1
sadz'u,1
rntu,1
bdaggong,1
'ogdge,1
no'jam,1
stegtsub,1
svattha,1
n'ayya,1
lagdben,1
barkam,1
aeerma,1
drishtirmugdha,1
yinbzang,1
dranting,1
kyisbsod,1
n'antya,1
dothos,1
b'atka,1
dangmchog,1
dh'anytsa,1
gzungbyang,1
neshtam,1
torbba,1
batstshar,1
shagtshal,1
tsotta,1
nyidphra,1
khanna,1
phyedmar,1
mdzodngal,1
ynra,1
ba'oshr'i,1
rtagma,1
med'jig,1
sy'adbyanydza,1
mund'a'o,1
aintsa'o,1
aamshas,1
mdogyan,1
lome,1
zhingyang,1
'khyogljags,1
pidma,1
shogmtho,1
minsa,1
'grogos,1
dagskyu,1
sbyorde,1
brasha,1
spyodgang,1
tshiggsum,1
dzinga'o,1
sodbhuta,1
gragkhyad,1
'ogbum,1
tshigdpe,1
yuwanoo,1
hrel,1
bh'r'um,1
sobslab,1
rolpa,1
bh'ugnenyatha,1
sy'adb'i,1
nynyam,1
barttonyambha,1
ladka,1
cingbyang,1
sminbi,1
paai,1
kordha,1
kyotpa,1
bklaggal,1
kshonyarushka,1
desgrub,1
lasskyes,1
dhyadpi,1
beeksh'i,1
syurdvo,1
hormi,1
bedze,1
gcigbam,1
thashtsint'am,1
dzvadbh'a,1
bdaggtogs,1
pathogs,1
sla'ophan,1
brahmak'a,1
kshnee,1
t'atstsha,1
kamda,1
drishtonyartha,1
'dregces,1
tsvyarthe,1
dh'atku,1
kamdu,1
nidhut,1
aoonna,1
ninn,1
gosa'i,1
krande,1
skurtog,1
nna'i,1
rish'am,1
birnno,1
a'ry'a,1
tasminmo,1
shasvapa,1
panytsintya,1
pusheb,1
'bri'u'i,1
lipy'at,1
dapma,1
sakshoo,1
battre,1
tatstshattra,1
gzhugblo,1
rtheek,1
t'ambhoo,1
bist'irna,1
smart'a,1
n'urdhi,1
a'anti,1
bh'umn,1
gasl,1
makshnordzny'a,1
shuddhonyah'um,1
baddheerbbandhu,1
multsa,1
tsakshurba,1
pidka'i,1
dedbyangs,1
tsakshurbe,1
skragbkra,1
rtogbum,1
aadhattam,1
yumrang,1
kyangrgya,1
tpana,1
phyugkhrag,1
a'itva,1
yonynto,1
medtshad,1
nurbri,1
ngagrtse,1
kanbi,1
mukth'a,1
mchoglhun,1
k'asoo,1
ngagbrtson,1
aandardham,1
sarw'a,1
tsott'a,1
gzhagtheg,1
shigskyed,1
rnamstshig,1
atsu,1
mukdhvam,1
tshigyig,1
sterig,1
terga,1
brtagsgyu,1
mchogspros,1
gosku,1
mah'aru,1
kshashtsa,1
gro'u'i,1
chugyang,1
mitstshi,1
stedang,1
tergu,1
k'illa,1
nartu,1
aakdran,1
monta,1
ghatatra,1
p'ushka,1
'gyurrlung,1
britherma,1
nishk'anta,1
kamsv'a,1
bsgrigkhrus,1
yidur,1
gardho,1
grish'i,1
rundatta,1
sbyorg,1
beshtha,1
gzhagla,1
burkhyod,1
bhishtoo,1
tushtshanda,1
aanytsam,1
aan'o,1
sodka',1
gismos,1
des'jig,1
basbshang,1
sodham,1
mchogthun,1
bzhagp'u,1
gzhagyo,1
byugbri,1
gzhagyi,1
yatn'ada,1
ghasa'o,1
bakazangs,1
chu'olhag,1
gadon,1
dangnam,1
kakshu,1
zerrang,1
tshigbzlog,1
ba'ochung,1
r'impushka,1
kaksho,1
miglto,1
grihnanta,1
dmzad,1
basu,1
syanytsa,1
hargu,1
thko,1
boshes,1
aastu'i,1
dogrmi,1
sr'aksh'it,1
ksh'anytsa,1
langan,1
bdugdes,1
pr'artstsha,1
omngon,1
rodri,1
nirli,1
d'arbs'ita,1
mda'i'o,1
tsinyts'i,1
dhistismee,1
nhra,1
r'atme,1
tr'anti,1
gamshkam,1
rigsoo,1
g'adhyee,1
b'akatsitta,1
rambhan,1
sugtogs,1
kndha,1
bagtri,1
gzhugnya,1
punyasu,1
khrurdda,1
patta'o,1
rgyuggnas,1
patta'i,1
brtsig'dir,1
dishtim,1
'jugdpe,1
dam'u,1
tasm'atma,1
bheshtsa,1
lorje,1
aterhi,1
dhidni,1
phyirdkrugs,1
bhudbhya,1
gaghakha,1
barttya,1
aatstshinnottapta,1
candngos,1
bardam,1
skagbcu,1
noglog,1
bizhin,1
'gyurdur,1
nr'anpe,1
tangku,1
dambangga,1
sdigspyad,1
shvatar'i,1
k'a'di,1
rashtsanne,1
bzhagmgon,1
yorhe,1
barnta,1
m'ango,1
b'iryana,1
rdegkhro,1
shurkshma,1
nny'am,1
briddh'am,1
smbha,1
klogsangs,1
tamde,1
'duszhes,1
ksh'aam,1
shl'o,1
yangdes,1
m'urmi,1
shigkhro,1
dobshad,1
bstodsa,1
siddh'ar,1
sth'un'a,1
startt'a,1
kshyate,1
tadbaktra,1
svtva,1
bzhagngos,1
cigpu,1
syonmi,1
bamtshungs,1
yeehum,1
ngonyes,1
bajra,1
paryaptirdha,1
b'atbra,1
bajre,1
shadgatstsham,1
ghrita,1
togbzhon,1
gzhugkho,1
syody'a,1
ghartta,1
siddhma,1
st'arshu,1
minha,1
tedharmmam,1
sini,1
tvitsu,1
gcigdpe,1
yathayathibidata,1
bhikshante,1
santoshtsa,1
yaktsa,1
byeddad,1
nytsantu,1
svalp'artha,1
shogw'a,1
dv'adbhya,1
w'amshthakku,1
thagbde,1
gupsit'a,1
gardzyam,1
'duggtsang,1
kutb'a,1
casha,1
su'ogtor,1
smr'a,1
k'arsh'am,1
mudsrishte,1
byugbde,1
to'du,1
mchogdpung,1
regtsandan,1
tupadma'o,1
kleng,1
n'ardr'a,1
'goggnyis,1
bu'onor,1
cigdar,1
khurha,1
dhirdhvi,1
phangsu,1
phyagmdzes,1
y'ampu,1
snanti,1
po'oka,1
neernna,1
rgyu'odus,1
bzloggza',1
mastir,1
bh'atra,1
druggsor,1
kinn,1
brtthi,1
ps'it,1
duh'it,1
druggtum,1
aedha'i,1
stumbha,1
rdrishti,1
rtoggdul,1
mchogmnga',1
yasyo,1
lagm'i,1
katphi,1
tkalpa,1
aurhu,1
shaktodya,1
spasht'angga,1
tvaram,1
nishth'an'a,1
sirbbi,1
bcagmdo,1
dzembi,1
bzhagkhog,1
phoglo,1
bgothams,1
dhyisha,1
khrag'od,1
bzhagsgyu,1
phyogsgtso,1
b'ansarbbee,1
turbeedyam,1
hanggar'a,1
dhumth'a,1
kaaapa,1
a'urdz'i,1
a'irsha,1
yaktsi,1
thaggo,1
shashts'a,1
a'irshe,1
a'urdz'a,1
d'agha,1
mukapa,1
byedzhi,1
kat'irtha,1
chugphan,1
du'ostobs,1
mgoyan,1
gzhag'od,1
bakk'a,1
srvid,1
rtyee,1
dishto,1
aamrita,1
dvunya,1
kkyis,1
buddhna,1
dokhrus,1
la'otsar,1
la'ogardzdza,1
bzangsngar,1
tsoksha,1
kutshu,1
garbdha,1
cigsdeb,1
t'ishtam,1
bcagmthe'u,1
rishu,1
risht,1
kutshe,1
hish'a,1
kutsha,1
bvha,1
karlu,1
p'utna,1
m'ardzy'ata,1
aermi,1
karmanto,1
bhanydzan'a,1
kurpa,1
dbyugrdo,1
tikshet'am,1
yinho,1
sy'uta,1
nanytsartsts'a,1
smrasston,1
laha'i,1
rnr'a,1
dzodka,1
r'antam,1
mchogse,1
sorgyun,1
shogreg,1
ghidda,1
bdaggrogs,1
yangbyed,1
pa'odha,1
ragrkyal,1
bh'akpra,1
shaky'a,1
pr'asnoshta,1
ty'adrisha,1
tvindo,1
tvinda,1
brtagbyang,1
bastyee,1
tilaka,1
autbhi,1
gyispyod,1
bh'arsh'i,1
dzyunga,1
rodgod,1
rodph'a,1
gyigo,1
w'akabyakta,1
bzlathams,1
mashtsatda,1
putre,1
chogdpa',1
sopa,1
byedgre,1
ngetra,1
gandh'i,1
rgyuggang,1
togtil,1
bhndi,1
bo'thob,1
purboo,1
ba'otshor,1
gragdi,1
aeerba,1
tven,1
brimksha,1
drishtv'apta,1
aadnte,1
tasminnarha,1
grina,1
shtun,1
ba'oham,1
byeta,1
bastanma,1
shtur,1
'osor,1
ba'otshon,1
sooranda,1
d'ans'a,1
mgotri,1
srwa,1
srabdhisam,1
th'angga,1
cigtshes,1
'dzagrdul,1
gdagcho,1
gnyisphyogs,1
gnonskar,1
bshadpad,1
yupga,1
bshadpar,1
britt'amntam,1
kyisgom,1
nanmi,1
sastutsta,1
k'ibarnna,1
kushi,1
danspya,1
medmtshan,1
bhrishtu,1
dzin'a'i,1
kadpal,1
hedhugaheduhoo,1
bdugdri,1
'jograng,1
kashra,1
gsalpra,1
kusht,1
kushu,1
ni'ode,1
h'akro,1
mchogmyur,1
kambastatstsa,1
luptaddherga,1
brtagrten,1
rarantha,1
donna,1
autstshushma'i,1
bunnira,1
ketishya,1
su'ogzhan,1
sodhoo,1
shoggtsang,1
s'ash'u,1
gyurgdon,1
k'anytsita,1
aak'o,1
lathe,1
bihangga,1
kooba,1
darbattrorna,1
byasor,1
pontestasmin,1
auma,1
ba'onga'o,1
lablo,1
sminsnni,1
kaparno,1
trps'it,1
rththa,1
rikk'a,1
nyidgzhan,1
m'ina,1
kamyang,1
dhendro,1
ruh,1
botshu,1
dhendra,1
p'urnnastu,1
sh'astusta,1
badzres,1
zhonklu,1
hakri,1
bgodrug,1
sminpa,1
gidrung,1
kundi'i,1
tsinme,1
zhigphan,1
'khrugmi,1
svasri,1
rtagh'um,1
shamlus,1
tsinmu,1
damshtvi,1
gizhal,1
a'irshy'am,1
saddo,1
shig'phel,1
k'an'a,1
samyakbo,1
dushi,1
la'ogzhung,1
brtagbcings,1
gzhagskyabs,1
gnda,1
tonyartsi,1
tsarmlin,1
l'uta,1
trashtas,1
shogchung,1
k'arksham,1
candbu,1
gyi'oaom,1
timm'a,1
sy'ita,1
shtaste,1
ybor,1
mandzi'i,1
dznynga,1
lirlo,1
hassa,1
'grorgyun,1
'drala,1
daggrag,1
notpantirba,1
dzba,1
sh'aq,1
lasnyan,1
dhoshya,1
debamdatapannayobhawa,1
shbu,1
aikshusakshuaa,1
ltha,1
mrishnanni,1
sdugdus,1
mdogtshon,1
nartte,1
thaghn'i,1
bashtsu,1
syurmoo,1
hurdakshi,1
nabha,1
n'any,1
rodba',1
l'inytsa,1
aantarlo,1
kadant'a,1
beekshma,1
lakshm'ashtsa,1
gis'khrul,1
'gyogmgo,1
nuttara,1
pa'oghasma,1
sarwe,1
bskorrtsibs,1
bhardzdza,1
dz'irnam,1
dhy'anggu,1
sekte,1
banproo,1
bzhaggza',1
r'atk'a,1
ty'uktv'a,1
nanags,1
ga'jug,1
ptyee,1
tangbi,1
'jugkhyim,1
titt,1
pa'ing,1
aeend'a,1
kh'ana,1
shr'anto,1
nadde,1
rmurti,1
b'itk'i,1
kanytsita,1
mabham,1
d'arbh'a,1
p'anti,1
narnag,1
bsregthams,1
s'ashpa,1
canmgul,1
she'a,1
kroshdu,1
dragshin,1
kasushthu,1
rgalzhes,1
'dodrgyu,1
nabyis,1
ldagaa,1
khangg'ana,1
gs,1
gr,1
b'atshu,1
ghni'o,1
radzdz'a,1
bonyasva,1
washa,1
dgestan,1
k'ara',1
thidh'a,1
srambhu,1
nkan,1
targ'u,1
bu'o'dir,1
ngore'u,1
bzlogre,1
tsandhi,1
gakhva,1
sv'arnna,1
domurba,1
tshig'am,1
'phangsda,1
muggu,1
tedhya,1
b'aksh'a,1
rb'ad,1
gamb'i,1
daddhy'a,1
sgne,1
rkangmal,1
t'apdza,1
rtt,1
ne'i'o,1
zhinggang,1
'bringchung,1
pidd'a,1
bhakshi'i,1
pimposhth'i,1
hamai,1
bhakshi'o,1
sgegmtshon,1
po'ozla,1
yinkha,1
shrom'a,1
sarbbartti,1
surgyal,1
srambhi,1
tsukr'a,1
yogkha,1
tshignyung,1
kritshi,1
svamkt'a,1
a'anydzu,1
k'i'osnang,1
b'ashtsya,1
'jugdag,1
bhrasht,1
ba'ilha,1
gamla,1
hashtha,1
nham,1
a'anydza,1
'gro'phar,1
gosmyung,1
lnga'obde,1
sh'indi,1
barttee,1
ledha,1
pishtim,1
samkhya,1
tanbya,1
phuddha,1
ridn'a,1
lamchog,1
tyana,1
gsungssa,1
yinmar,1
badzdra,1
thv'a,1
syadpa,1
yordri,1
nospro,1
nospri,1
aarvam,1
togshlo,1
bshigrdo,1
bhish'a,1
'dzaglhag,1
t'ra,1
rushva,1
phr'um,1
regnyon,1
yogbdun,1
bshadgso,1
shadz'a,1
myatstsa,1
h'ardham,1
btsagltag,1
kushsham,1
aost'am,1
ddhishtsa,1
la'oshvambha,1
mdzodyang,1
'phelsku,1
nishpattistitpra,1
m'artstsha,1
mchogdrags,1
gang'jig,1
a'urnnu'i,1
niksa,1
skraggzugs,1
bdag'os,1
b'itpu,1
daghu,1
aatsi,1
p'atkarttu,1
brtagdmar,1
mudti,1
mdoggdan,1
zhigbrtags,1
mi'gro,1
dzarno,1
thv'am,1
drirbya,1
dzarna,1
kamshing,1
drapsya,1
nomtshungs,1
dagkhyab,1
gzhagskad,1
b'akitsatta,1
statp'a,1
donub,1
berta'i,1
phugkhong,1
'jugdbang,1
medgdong,1
sarbb'ashtsar,1
bhr'ata,1
dgugzhal,1
prithag,1
gtsugrgya,1
doosht'am,1
sumshes,1
sutsi,1
gdabma,1
mushmi,1
kadkar,1
mushme,1
shigmir,1
dhrunytsam,1
durgatt'e,1
dhvana,1
kadkal,1
tishthya,1
brjodh'um,1
po'osham,1
sharbi,1
shvye,1
syandha,1
bhandhra,1
a'arnota,1
bh'akt'a,1
hrinnee,1
syandhu,1
dh'ishth'a,1
lnga'obsrung,1
ngospong,1
bendr'am,1
sh'akshna,1
kramya,1
sh'annram,1
shesdkon,1
khargo,1
brlagnyi,1
ranyam,1
ninse,1
kamdog,1
gnaszhing,1
pighna,1
kookee,1
shaly'a,1
ninsi,1
tiddhve,1
dmarpi,1
ryanytsi,1
phyirzhi,1
shugp'u,1
yastastu,1
pa'ochen,1
s'aksh'at,1
ldit,1
sheslongs,1
mangk'a,1
llee,1
paae,1
r'i'a,1
nyp,1
byabslab,1
kash'akyas,1
pashts'ata'o,1
kiby'as,1
narbbadha,1
bya'olung,1
g'agnoo,1
bkugsrid,1
r'atre,1
ryanytsa,1
dzyotshna,1
ni'tshe,1
dz'alla,1
dmarpo,1
sregso,1
pura,1
khang'khor,1
m'arghi,1
d'irghvi,1
m'argha,1
gisgrib,1
sh'irnnam,1
ry'apta,1
nirgya,1
bayra,1
metta,1
auti,1
tshatsha,1
tyarda,1
svapti,1
sgrubbrtan,1
zhe'otshul,1
parphan,1
gupsishta,1
lindam,1
radbh'u,1
hksham,1
nsamma,1
beekshva,1
nvontoo,1
tvatprapti,1
nassdig,1
tsinnirddha,1
doshn'i,1
chuna,1
shvatpha,1
nadhmi,1
byuas,1
pradhyoo,1
dgosspre'u,1
nipti,1
phyirtshems,1
n'atkruddhe,1
bzhagdbus,1
gzhugtsandan,1
damp'a,1
bhringg'adga,1
sanda'i,1
t'ase,1
brtagbrtags,1
'jigbrgya,1
sadgh'a,1
rophra,1
shegrgyun,1
niyungs,1
shr'istha,1
t'ing,1
nirdeshta,1
nyinat,1
g'andh'ar,1
guka'ang,1
gzhugspos,1
ngosngon,1
tattv'ad,1
spe'u,1
ngagrnal,1
dh'urtto,1
padm'adbha,1
bridbhyashtsa,1
phogrin,1
rps'ati,1
gcigbrtson,1
rophu,1
shalp'agni,1
drugdi,1
bshadbyi,1
sitsata,1
keem,1
shirya,1
pazas,1
shagtor,1
todbang,1
rnamssnum,1
rbotta,1
ph'urdzdzann'a,1
dagrno,1
midham,1
k'irttipra,1
moshes,1
bzhagsang,1
nurd'a,1
sbyinshr'i,1
h'umsv'a,1
bh'ikshya,1
nornyed,1
nasbyar,1
aartsts'a,1
chcad,1
tstsha'artt'a,1
gragsrang,1
bzhagsngon,1
lh'im,1
biktha,1
gantham,1
rang'u,1
bcugltos,1
lasarb'a,1
drugdbus,1
lvetstsha,1
dhashtsyu,1
rtag'gyur,1
brtensna,1
g'atstso,1
yinmchog,1
kardam,1
r'upya,1
dagdrishti,1
brlabrang,1
tshulphun,1
kna'ogoo,1
teerdha,1
banytshi,1
tsit'anydza,1
tagbhi,1
yigsu'i,1
gugpadma,1
satts'asoo,1
y'ada,1
shigbkod,1
bdagde'i,1
wedbhy'am,1
karmrma,1
aats'o,1
dgeaom,1
aushniha,1
zni,1
dgerten,1
bshma,1
dga'a,1
l'adga,1
dushdram,1
samsems,1
shingshing,1
shleshmasanni,1
sambardhan,1
trikrant'a,1
aashmana,1
nushang,1
'dzinnye,1
